premise,hypothesis,gold_label,pred_label
"As a result, rather than reacting impulsively to the sight of a lollipop, Sophie relied on ideas to regulate the lollipop's very existence'and the teddy bear's, the leprechaun's, and her own actions toward it!",Sophie failed to regulate her emotions.,contradiction,entailment
"In contrast, suppliers that have continued to innovate and expand their use of the four practices, as well as other activities described in previous chapters, keep outperforming the industry as a whole.",Supplier executives are all glad that they implemented the new practices.,neutral,entailment
No move was made to evacuate the Vice President at this time.,"The Vice President wasn't evacuated at that time, choosing to stay at work instead.",neutral,entailment
"When Isaac Bashevis Singer was awarded the Nobel Prize for Literature in 1978, he remarked in his acceptance ",Isaac Bashevis Singer was not awarded anything in 1978.,contradiction,entailment
"Together with those who were already donors, there are over 1,350 staff and faculty supporting the work of IUPUI with their gifts.",The donors are jealous of the contributions the staff makes to the IUPUI.,neutral,entailment
"At 9:21, NEADS received a report from the   Military, Boston Center.",The NEADS used the report to identify a potential strategy.,neutral,entailment
"Islamist revival movements gained followers across the Muslim world, but failed to secure political power except in Iran and Sudan.",The Muslim world allowed the Islam revival movements to continue.,neutral,entailment
"And so, uh, those things come about through the work of reading rather than through listening to some person on the street corner or, uh, gazing on TV.","Reading is greater than watching television, it makes you smarter.",neutral,entailment
Here's how YOU can make an important difference in someone's life.,You can help by donating your time or money to our organization.,neutral,entailment
"The IU School of Dentistry is committed to remaining the recognized leader in scholarly research, teaching and service.",The IU School of Dentistry is the worst school in the world.,contradiction,entailment
We have a bomb on board.,There is a bomb on the plane that will go off in ten minutes.,neutral,entailment
Penney was also one of the first retailers to adopt scanner technologies.,Penney still does not use scanner technologies to this day.,contradiction,entailment
